Produto,Preco,Site,Dia,Mes,Ano
"Estojo Escolar Polipropileno Pink, 2501418, Trousses - PT 1 ","14,90",Kalunga,3,8,2023
"Estojo Escolar Polipropileno Prata, 2501416, Trousses - PT 1","14,90",Kalunga,3,8,2023
"Estojo Escolar Polipropileno Preto, 2501419, Trousses - PT 1","14,90",Kalunga,3,8,2023
"Estojo Escolar PVC Femmina Rosa, K1809, Spiral - PT 1 UN
(0)","14,90",Kalunga,3,8,2023
"Estojo Escolar Poliéster Preto, PY11-A, Obi - PT 1 UN
(4)
R$","14,90",Kalunga,3,8,2023
"Estojo Escolar Nylon Dengo Preto, 24851, Clever - PT 1 UN
(0","15,60",Kalunga,3,8,2023
"Estojo escolar, Andorra Marrom, 25.046, Clever - UN 1 UN
(0)","15,90",Kalunga,3,8,2023
"Estojo Escolar Poliéster Roxo, 6315, Spiral - PT 1 UN
(0)
R$","15,90",Kalunga,3,8,2023
"Estojo escolar, Casco preto, 25.046-1, Clever - UN 1 UN
(0)
","15,90",Kalunga,3,8,2023
"Estojo Escolar Nylon Charme Bidim Preto, 24850, Clever - PT ","17,10",Kalunga,3,8,2023
"Estojo Escolar PVC Superlight Azul, SL11-B, Obi - PT 1 UN
(0","18,00",Kalunga,3,8,2023
"Estojo Escolar PVC Superlight Cinza, SL11-D, Obi - PT 1 UN
(","18,00",Kalunga,3,8,2023
"Estojo Escolar PVC Superlight Preto, SL11-A, Obi - PT 1 UN
(","18,00",Kalunga,3,8,2023
"Estojo Escolar PVC Roxo, A2242, Spiral - PT 1 UN
(5)
R$ 19,9","19,90",Kalunga,3,8,2023
"Estojo Escolar PVC Pink, A2242, Spiral - PT 1 UN
(5)
R$ 19,9","19,90",Kalunga,3,8,2023
"Estojo escolar Pvc, Preto, 6680, Spiral - UN 1 UN
(0)
R$ 19,","19,90",Kalunga,3,8,2023
"Estojo escolar Pvc, Cinza, 6680, Spiral - UN 1 UN
(0)
R$ 19,","19,90",Kalunga,3,8,2023
"Estojo escolar poliéster, Rosa, A2502, Spiral - PT 1 UN
(0)
","19,90",Kalunga,3,8,2023
"Estojo escolar poliéster, Cinza, A2502, Spiral - UN 1 UN
(0)","19,90",Kalunga,3,8,2023
"Estojo Escolar PVC Cinza, 6309, Spiral - PT 1 UN
(5)
R$ 19,9","19,90",Kalunga,3,8,2023
"Estojo Escolar PVC Rosa, 6309, Spiral - PT 1 UN
(0)
R$ 19,90","19,90",Kalunga,3,8,2023
"Estojo Escolar Poliéster Azul, 6315, Spiral - PT 1 UN
(0)
R$","19,90",Kalunga,3,8,2023
Borracha Cartela Com 2Un Branca Soft,"R$2
63",Amazon,4,8,2023
Estojo escolar plástico simples - Linho Serena - Rosa pastel - 8800.WP - Dello,Mais vendido,Amazon,4,8,2023
Caneta Marca Texto Faber-Castell Grifpen Rosa Pastel,"R$11
90",Amazon,4,8,2023
"Marca Texto Blister, CIS, Lumini Pastel 56.9903, Amarelo","R$24
62",Amazon,4,8,2023
"Conjunto Para Desenho 1 Grau 1 E 2 Grau C/05 Pecas Flexivel - Blister com 1 Unidade, Dello, 8700H.0050, Multicor","R$4
33",Amazon,4,8,2023
"Estojo Plastico Plus Rosa Pastel, Waleu, 10080029, Rosa","R$26
38",Amazon,4,8,2023
CARTELA GRIP 2001 TWO TONE - MIX,"R$4
70",Amazon,4,8,2023
"Giz De Cera Fino - 12 Cores - Tris, Multicor","R$6
90",Amazon,4,8,2023
"Giz de Cera, Fino, Koala, 06 Cores","R$4
90",Amazon,4,8,2023
"Borracha Escolar Spot Color CIS, Blister com 2 unidades, Multicor",Mais vendido,Amazon,4,8,2023
"Estojo Plástico, Dello, Multiuso, Sunnyday, Day","R$12
00",Amazon,4,8,2023
"Regua Flexivel 30cm Cristal, Waleu","R$5
00",Amazon,4,8,2023
"Bloco de Recado Autoadesivo, Leonora, Multicor","R$14
19",Amazon,4,8,2023
Borracha Faber Castell Super Soft Preta,"R$10
90",Amazon,4,8,2023
"Grafite 0,5mm 2B Estojo com 12 Grafites Pilot","R$7
99",Amazon,4,8,2023
GIZ ESCOLAR COLORIDO COMUM 64PCS,"R$5
60",Amazon,4,8,2023
"Borracha Dust Free, Faber-Castell, SM/187129, Branca",Mais vendido,Amazon,4,8,2023
"Lápis de Cor Sextavado + 2 Lápis Grafite Nº 2HB + Borracha + Apontador, CIS, Kit Escolar 1","R$14
91",Amazon,4,8,2023
"Lápis de Cor CIS SPIRO, Estojo, Multicolorido","R$14
90",Amazon,4,8,2023
"Giz De Cera 6 Cores, Acrilex, 090060000, Multicor","R$11
90",Amazon,4,8,2023
"Tramontina 25900/144, Tesoura Escolar, sem Ponta 4 Pol 10 cm, Multicor","R$21
30",Amazon,4,8,2023
"Caneta Ponta Pincel, Newpen, Brush Pen, Newpen, 15 Cores + 1 Blender, 16 unidades","R$61
50",Amazon,4,8,2023
"Rotulador Eletrônico, Brother, Pt70, Laranja","R$179
90",Amazon,4,8,2023
Mochila Masculina Escolar Juvenil Infantil Rodinhas Costas Impermeável Estojo Organizador de Lápis,"R$262
25",Amazon,4,8,2023
"Radex TGG-15-06, Tinta Guache, 015 ml, 06 Cores Estojo, Multicor","R$6
28",Amazon,4,8,2023
"Giz Escolar, Delta, Colorido, Plastificado, Caixinha Com 50 Unidades","R$8
90",Amazon,4,8,2023
Estojo Plus Verde Neon,"R$6
34",Amazon,4,8,2023
Estojo Plus Amarelo Neon,"R$6
34",Amazon,4,8,2023
"GIOTTO Robercolor, Giz Escolar para Lousa Menos Poeira, Colorido, 10 Unidades","R$17
27",Amazon,4,8,2023
"Conjunto para Desenho 1 grau x 4 unidades, Waleu 10130001, Multicor","R$6
41",Amazon,4,8,2023
"Estojo para Higiene Baby Princess, Plasútil, Rosa","R$6
52",Amazon,4,8,2023
Pasta Zíper Versátil Cristal Estojo 230x110mm 5 unidades EI054,"R$6
60",Amazon,4,8,2023
Case Estojo para Cartão SD,"R$6
67",Amazon,4,8,2023
"Estojo para Higiene Urso, Plasútil, Azul, Plasútil, AZUL","R$6
76",Amazon,4,8,2023
"Waleu Plastico Plus - Estojo, Azul","R$6
90",Amazon,4,8,2023
"Estojo Plastico Plus Rosa Waleu, Multicor","R$6
90",Amazon,4,8,2023
"Compasso com Estojo, Maped, Study Collector, 194510, Cores Pastel Sortidas","R$14
40",Amazon,4,8,2023
"Kit Escolar Segundo Grau New Line Rosa Pastel, Maxcril, 10130026","R$10
69",Amazon,4,8,2023
Cola Colorida com 4 Cores 23gr - Acrilex,"R$12
39",Amazon,4,8,2023
"Apontador com Deposito Plástico, Faber-Castell, SM/060124ZF, Cores Sortidas","R$7
50",Amazon,4,8,2023
Estojo Para Higiene Minnie Baby Plasútil Rosa,"R$7
56",Amazon,4,8,2023
Estojo para Higiene Homem Aranha Plasútil Vermelho,"R$7
58",Amazon,4,8,2023
"Waleu Plastico Plus - Estojo, Rosa","R$7
72",Amazon,4,8,2023
"Hidrocor Big 06 Cores Estojo Leonora, Colorido","R$9
13",Amazon,4,8,2023
Estojo Jeans Azul Grande Waleu Waleu,"R$7
86",Amazon,4,8,2023
"Estojo Plástico Waleu 10080016, Roxo","R$8
02",Amazon,4,8,2023
"Estojo Plástico PP Multiuso Escolar Linho Serena, Amarelo Pa"," 2,80",Kalunga,4,8,2023
"Estojo Plástico PP Multiuso Escolar Linho Serena, Verde Past"," 2,80",Kalunga,4,8,2023
"Estojo Plástico PP Multiuso Escolar Linho Serena, Rosa Paste"," 2,80",Kalunga,4,8,2023
"Estojo Plástico PP Multiuso Escolar Linho Serena, Lilás Past"," 2,80",Kalunga,4,8,2023
"Estojo Plástico PP Multiuso Escolar Linho Serena, Azul Paste"," 2,80",Kalunga,4,8,2023
"Estojo escolar pp mundo geek, 8802.02.00, Dello - BT 1 UN
(0"," 6,30",Kalunga,4,8,2023
"Estojo Escolar Jeans Azul, 1, Goodie - PT 1 UN
(4)
R$ 6,40"," 6,40",Kalunga,4,8,2023
"Estojo Plástico PP Aromatizado Multiuso Escolar Secrets, Pre"," 6,40",Kalunga,4,8,2023
"Estojo Plástico PP Aromatizado Multiuso Escolar Secrets, Ros"," 6,40",Kalunga,4,8,2023
"Estojo Escolar Plástico Azul, Waleu - PT 1 UN
(4)
De: R$ 8,2"," 6,90",Kalunga,4,8,2023
"Estojo Escolar Plástico Branco, Waleu - PT 1 UN
(5)
De: R$ 8"," 6,90",Kalunga,4,8,2023
"Estojo Escolar Plástico Rosa, Waleu - PT 1 UN
(5)
De: R$ 8,2"," 6,90",Kalunga,4,8,2023
"Estojo Escolar PVC Transparente Cristal, 12, Goodie - PT 1 U"," 7,50",Kalunga,4,8,2023
"Estojo Escolar Laminado Sintético Preto, 14, Goodie - PT 1 U","11,00",Kalunga,4,8,2023
"Estojo Escolar Nylon Azul Marinho, 24849, Clever - PT 1 UN
(","11,30",Kalunga,4,8,2023
"Estojo Escolar Nylon Preto, 24848, Clever - PT 1 UN
(0)
De: ","12,90",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Rígido Transparente, Inject - P","13,00",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Palito Pink, 2501312, Trousses ","14,00",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Palito Prata, 2501313, Trousses","14,00",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Palito Preto, 2501311, Trousses","14,00",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Palito Dourado, 2501314, Trouss","14,00",Kalunga,4,8,2023
"Estojo Escolar Nylon Bidim Preto, 24853, Clever - PT 1 UN
(0","14,10",Kalunga,4,8,2023
"Estojo escolar Courvim, GM, Arco-íris, 25.058, Clever - UN 1","14,80",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Ouro, 2501417, Trousses - PT 1 ","14,90",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Pink, 2501418, Trousses - PT 1 ","14,90",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Prata, 2501416, Trousses - PT 1","14,90",Kalunga,4,8,2023
"Estojo Escolar Polipropileno Preto, 2501419, Trousses - PT 1","14,90",Kalunga,4,8,2023
"Estojo Escolar Poliéster Azul, PCSB, Spiral - PT 1 UN
(0)
R$","14,90",Kalunga,4,8,2023
"Estojo Escolar Poliéster Pink, PCSP, Spiral - PT 1 UN
(0)
R$","14,90",Kalunga,4,8,2023
"Estojo Escolar PVC Fantasy, K1908, Spiral - PT 1 UN
(0)
R$ 1","14,90",Kalunga,4,8,2023
"Estojo Escolar Poliéster Preto, PY11-A, Obi - PT 1 UN
(4)
R$","14,90",Kalunga,4,8,2023
"Estojo Escolar PVC Femmina Rosa, K1809, Spiral - PT 1 UN
(0)","14,90",Kalunga,4,8,2023
"Estojo Escolar Nylon Dengo Preto, 24851, Clever - PT 1 UN
(0","15,60",Kalunga,4,8,2023
"Estojo escolar, Andorra Marrom, 25.046, Clever - UN 1 UN
(0)","15,90",Kalunga,4,8,2023
"Estojo Escolar Poliéster Roxo, 6315, Spiral - PT 1 UN
(0)
R$","15,90",Kalunga,4,8,2023
"Estojo escolar, Casco preto, 25.046-1, Clever - UN 1 UN
(0)
","15,90",Kalunga,4,8,2023
"Estojo Escolar Nylon Charme Bidim Preto, 24850, Clever - PT ","17,10",Kalunga,4,8,2023
"Estojo Escolar PVC Superlight Preto, SL11-A, Obi - PT 1 UN
(","18,00",Kalunga,4,8,2023
"Estojo Escolar PVC Superlight Azul, SL11-B, Obi - PT 1 UN
(0","18,00",Kalunga,4,8,2023
"Estojo Escolar PVC Superlight Cinza, SL11-D, Obi - PT 1 UN
(","18,00",Kalunga,4,8,2023
"Estojo escolar Pvc, Preto, 6680, Spiral - UN 1 UN
(0)
R$ 19,","19,90",Kalunga,4,8,2023
"Estojo escolar Pvc, Cinza, 6680, Spiral - UN 1 UN
(0)
R$ 19,","19,90",Kalunga,4,8,2023
"Estojo escolar poliéster, Rosa, A2502, Spiral - PT 1 UN
(0)
","19,90",Kalunga,4,8,2023
"Estojo escolar poliéster, Cinza, A2502, Spiral - UN 1 UN
(0)","19,90",Kalunga,4,8,2023
"Estojo Escolar PVC Cinza, 6309, Spiral - PT 1 UN
(5)
R$ 19,9","19,90",Kalunga,4,8,2023
"Estojo Escolar PVC Rosa, 6309, Spiral - PT 1 UN
(0)
R$ 19,90","19,90",Kalunga,4,8,2023
"Estojo Escolar Poliéster Azul, 6315, Spiral - PT 1 UN
(0)
R$","19,90",Kalunga,4,8,2023
"Estojo Escolar PVC Roxo, A2242, Spiral - PT 1 UN
(5)
R$ 19,9","19,90",Kalunga,4,8,2023
"Estojo Escolar PVC Pink, A2242, Spiral - PT 1 UN
(5)
R$ 19,9","19,90",Kalunga,4,8,2023
"Estojo Escolar PVC Verde Poá, A2261, Spiral - PT 1 UN
(5)
R$","19,90",Kalunga,4,8,2023
